,title,word
feast,Romeo and Juliet,1
fears,Pride and Prejudice,1
fearful,Beloved,1
favored,The Taming of the Shrew,1
favored,Pride and Prejudice,1
favor,Twelfth Night,1
favor,The Taming of the Shrew,1
faulkner,Beloved,1
father,Romeo and Juliet,1
fate,Macbeth,1
fatally,Romeo and Juliet,1
fast,The Taming of the Shrew,1
fast,The Importance of Being Earnest,1
features,The Taming of the Shrew,1
feeling,The Kite Runner,1
fertile,The Handmaid's Tale,1
feelings,As You Like It,1
ferryman,Beloved,1
fences,The Handmaid's Tale,1
feminist,The Handmaid's Tale,1
females,The Handmaid's Tale,1
femaleroad,The Handmaid's Tale,1
female,Jane Eyre,1
female,Beloved,1
feisty,The Handmaid's Tale,1
feigning,Othello,1
feet,The Handmaid's Tale,1
feels,The Awakening,1
feels,As You Like It,1
feelings,The Awakening,1
feelings,Pride and Prejudice,1
feelings,Emma,1
first,The Awakening,1
first,The Importance of Being Earnest,1
fashion,The Handmaid's Tale,1
forced,Jane Eyre,1
ford,Emma,1
forcing,The Taming of the Shrew,1
forcing,Romeo and Juliet,1
forces,The Awakening,1
forces,Othello,1
forces,Emma,1
forced,Much Ado About Nothing,1
force,Beloved,1
first,The Scarlet Letter,1
forbid,The Awakening,1
fool,Twelfth Night,1
foods,Life of Pi,1
food,Life of Pi,1
fondest,The Importance of Being Earnest,1
fond,Jane Eyre,1
folly,Pride and Prejudice,1
forest,Macbeth,1
forest,The Scarlet Letter,1
foresters,As You Like It,1
foretold,Macbeth,1
former,The Awakening,1
former,Othello,1
former,Emma,1
former,Beloved,1
formative,Life of Pi,1
formation,The Handmaid's Tale,1
formal,Much Ado About Nothing,1
form,The Taming of the Shrew,1
form,The Scarlet Letter,1
form,Pride and Prejudice,1
form,Beloved,1
forgiving,Much Ado About Nothing,1
forging,The Kite Runner,1
forget,As You Like It,1
forfeit,As You Like It,1
follows,The Importance of Being Earnest,1
follows,Much Ado About Nothing,1
follows,Jane Eyre,1
flirt,Emma,1
flees,Romeo and Juliet,1
flees,Beloved,1
flee,The Kite Runner,1
flee,Macbeth,1
flat,The Importance of Being Earnest,1
flashes,The Kite Runner,1
flashbacks,Beloved,1
fixture,The Handmaid's Tale,1
fixes,Emma,1
fixates,Life of Pi,1
five,The Handmaid's Tale,1
five,Pride and Prejudice,1
five,Emma,1
fit,The Taming of the Shrew,1
first,Twelfth Night,1
flight,As You Like It,1
florence,The Taming of the Shrew,1
following,The Taming of the Shrew,1
flying,The Kite Runner,1
following,The Scarlet Letter,1
following,The Great Gatsby,1
following,Beloved,1
followers,Much Ado About Nothing,1
followers,As You Like It,1
follower,Macbeth,1
follower,Life of Pi,1
followed,The Handmaid's Tale,1
followed,Romeo and Juliet,1
follow,The Importance of Being Earnest,1
follow,The Handmaid's Tale,1
follow,The Awakening,1
follow,Jane Eyre,1
focus,Jane Eyre,1
focus,Beloved,1
fashionable,The Importance of Being Earnest,1
fascinated,The Scarlet Letter,1
forming,The Scarlet Letter,1
establish,The Handmaid's Tale,1
even,Jane Eyre,1
euphoria,Romeo and Juliet,1
estate,The Taming of the Shrew,1
estate,The Importance of Being Earnest,1
estate,Much Ado About Nothing,1
estate,Emma,1
estate,As You Like It,1
especially,Pride and Prejudice,1
evident,Emma,1
especial,The Taming of the Shrew,1
escaping,Beloved,1
escapes,The Handmaid's Tale,1
escapes,Beloved,1
escaped,The Handmaid's Tale,1
escape,Macbeth,1
escape,As You Like It,1
even,Pride and Prejudice,1
evening,Macbeth,1
evening,Romeo and Juliet,1
evening,The Great Gatsby,1
everything,Life of Pi,1
everything,Emma,1
everyone,The Awakening,1
everyone,Emma,1
everyone,As You Like It,1
ever,The Scarlet Letter,1
ever,The Awakening,1
ever,Much Ado About Nothing,1
ever,Emma,1
eventually,As You Like It,1
events,Romeo and Juliet,1
events,Emma,1
evening,The Taming of the Shrew,1
evening,The Scarlet Letter,1
evening,The Handmaid's Tale,1
error,The Taming of the Shrew,1
error,Much Ado About Nothing,1
error,Emma,1
enters,Romeo and Juliet,1
enters,Jane Eyre,1
ensuing,Emma,1
ensign,Othello,1
enraged,Othello,1
enough,Life of Pi,1
enough,Jane Eyre,1
enough,Emma,1
enough,Beloved,1
enlisted,The Taming of the Shrew,1
enjoys,Beloved,1
england,The Handmaid's Tale,1
engendering,The Awakening,1
engagement,Pride and Prejudice,1
engaged,Jane Eyre,1
energy,The Scarlet Letter,1
enters,Othello,1
enters,The Handmaid's Tale,1
erratic,The Taming of the Shrew,1
enthusiastically,Othello,1
eradicated,The Handmaid's Tale,1
equally,Twelfth Night,1
epitome,The Awakening,1
episode,The Kite Runner,1
epilogue,As You Like It,1
epidemic,Jane Eyre,1
entourage,The Taming of the Shrew,1
entirety,Life of Pi,1
entirely,Much Ado About Nothing,1
entirely,Life of Pi,1
entire,The Taming of the Shrew,1
entire,The Awakening,1
entire,Pride and Prejudice,1
entire,Life of Pi,1
entire,As You Like It,1
evict,Jane Eyre,1
exact,The Kite Runner,1
farm,Emma,1
fact,Romeo and Juliet,1
fall,Romeo and Juliet,1
fall,As You Like It,1
faith,Emma,1
fairfax,The Importance of Being Earnest,1
faints,Macbeth,1
fail,The Scarlet Letter,1
fades,Twelfth Night,1
faces,The Kite Runner,1
exact,Twelfth Night,1
face,The Taming of the Shrew,1
face,The Kite Runner,1
fabian,Twelfth Night,1
eyes,The Handmaid's Tale,1
eyes,Pride and Prejudice,1
eyes,Emma,1
eye,Jane Eyre,1
fall,The Importance of Being Earnest,1
fallen,Jane Eyre,1
fallen,The Taming of the Shrew,1
fallen,Twelfth Night,1
faraway,Jane Eyre,1
fantastical,Life of Pi,1
fantasize,Life of Pi,1
famous,Othello,1
family,Macbeth,1
family,Emma,1
family,Beloved,1
family,As You Like It,1
falseness,Othello,1
false,Romeo and Juliet,1
falls,The Scarlet Letter,1
falls,Othello,1
fallout,The Kite Runner,1
falling,Jane Eyre,1
falling,Emma,1
exultation,Pride and Prejudice,1
extravagant,The Great Gatsby,1
extra,Jane Eyre,1
exodus,As You Like It,1
existence,The Handmaid's Tale,1
existence,As You Like It,1
exiled,As You Like It,1
exile,Romeo and Juliet,1
executions,The Handmaid's Tale,1
excuse,The Importance of Being Earnest,1
exclaims,The Scarlet Letter,1
excited,Life of Pi,1
exchange,Romeo and Juliet,1
exchange,Life of Pi,1
excessively,Twelfth Night,1
excessive,Jane Eyre,1
excellent,Twelfth Night,1
exams,The Handmaid's Tale,1
examination,Pride and Prejudice,1
exists,The Awakening,1
expected,The Taming of the Shrew,1
extent,The Importance of Being Earnest,1
expedite,The Taming of the Shrew,1
expressive,Pride and Prejudice,1
express,The Awakening,1
exposed,The Scarlet Letter,1
exploring,Emma,1
explores,The Awakening,1
explanation,The Importance of Being Earnest,1
explaining,Pride and Prejudice,1
explain,The Taming of the Shrew,1
explain,The Awakening,1
explain,Romeo and Juliet,1
experiences,The Kite Runner,1
experiences,The Handmaid's Tale,1
experiences,Much Ado About Nothing,1
experience,The Kite Runner,1
expense,The Taming of the Shrew,1
former,The Handmaid's Tale,1
fortnight,Emma,1
however,The Scarlet Letter,1
happened,Romeo and Juliet,1
happy,Jane Eyre,1
happiness,Pride and Prejudice,1
happiness,Emma,1
happily,The Importance of Being Earnest,1
happily,Pride and Prejudice,1
happily,Jane Eyre,1
happens,The Awakening,1
hannah,Jane Eyre,1
hearing,Othello,1
hangs,Beloved,1
hanged,The Handmaid's Tale,1
hang,Beloved,1
handsome,Pride and Prejudice,1
handsome,Emma,1
hands,The Handmaid's Tale,1
hands,Romeo and Juliet,1
happy,The Scarlet Letter,1
harbors,Jane Eyre,1
hard,As You Like It,1
hard,Jane Eyre,1
hearing,As You Like It,1
heard,Pride and Prejudice,1
hear,The Taming of the Shrew,1
health,The Scarlet Letter,1
headstone,Beloved,1
head,The Taming of the Shrew,1
head,The Kite Runner,1
hawkins,Emma,1
haunted,Macbeth,1
hastens,Othello,1
harmless,Emma,1
hardships,Jane Eyre,1
hardens,Othello,1
hard,The Handmaid's Tale,1
hard,Much Ado About Nothing,1
handle,The Taming of the Shrew,1
handbook,Life of Pi,1
hand,The Handmaid's Tale,1
guests,The Taming of the Shrew,1
guest,The Great Gatsby,1
guardianship,The Scarlet Letter,1
grumio,The Taming of the Shrew,1
grows,The Scarlet Letter,1
grows,The Handmaid's Tale,1
grows,Pride and Prejudice,1
grows,Jane Eyre,1
grows,Beloved,1
grown,The Awakening,1
grown,Jane Eyre,1
growing,As You Like It,1
group,The Taming of the Shrew,1
group,The Handmaid's Tale,1
grounded,The Great Gatsby,1
gripe,The Handmaid's Tale,1
guests,Jane Eyre,1
guilt,Much Ado About Nothing,1
hand,Life of Pi,1
guilt,The Kite Runner,1
hand,Jane Eyre,1
hallway,Jane Eyre,1
hall,The Awakening,1
half,Othello,1
half,Much Ado About Nothing,1
half,Jane Eyre,1
haircut,Emma,1
haberdasher,The Taming of the Shrew,1
gypsies,Emma,1
gymnasium,The Handmaid's Tale,1
gullible,Othello,1
gullers,Twelfth Night,1
gules,The Scarlet Letter,1
guise,The Taming of the Shrew,1
guise,As You Like It,1
hearing,Macbeth,1
hearing,The Importance of Being Earnest,1
grieving,Othello,1
hopeless,Pride and Prejudice,1
horse,Jane Eyre,1
horror,Macbeth,1
horrible,Life of Pi,1
hoping,Romeo and Juliet,1
hoping,As You Like It,1
hopes,Pride and Prejudice,1
hopes,Othello,1
hoped,Jane Eyre,1
hearing,The Scarlet Letter,1
hope,The Kite Runner,1
hope,Pride and Prejudice,1
hope,Othello,1
honor,The Taming of the Shrew,1
honor,Othello,1
homely,As You Like It,1
homeland,The Kite Runner,1
horse,The Importance of Being Earnest,1
horseman,Jane Eyre,1
host,The Great Gatsby,1
hostile,Jane Eyre,1
however,Romeo and Juliet,1
however,Othello,1
however,Much Ado About Nothing,1
however,Macbeth,1
however,Life of Pi,1
however,Beloved,1
howard,Beloved,1
households,The Kite Runner,1
households,Romeo and Juliet,1
houseguests,Jane Eyre,1
house,Othello,1
hours,The Scarlet Letter,1
hours,Romeo and Juliet,1
hours,Othello,1
hosts,The Great Gatsby,1
home,Twelfth Night,1
home,The Kite Runner,1
home,As You Like It,1
helps,Jane Eyre,1
helping,Beloved,1
helpful,Jane Eyre,1
helped,Much Ado About Nothing,1
held,Emma,1
heir,Macbeth,1
heir,Jane Eyre,1
heels,The Handmaid's Tale,1
heavy,Macbeth,1
heaven,Macbeth,1
hearted,Jane Eyre,1
hearted,As You Like It,1
heart,The Scarlet Letter,1
heart,The Awakening,1
heart,Pride and Prejudice,1
heart,Othello,1
helps,Emma,1
helps,Much Ado About Nothing,1
holidays,Emma,1
herbs,The Scarlet Letter,1
holds,The Taming of the Shrew,1
holds,Romeo and Juliet,1
historical,The Handmaid's Tale,1
historical,Macbeth,1
hired,Macbeth,1
hints,Emma,1
hinted,The Handmaid's Tale,1
hinduism,Life of Pi,1
hill,Emma,1
highly,Emma,1
high,The Handmaid's Tale,1
hiding,Romeo and Juliet,1
hiding,Life of Pi,1
hidden,Much Ado About Nothing,1
hermit,As You Like It,1
grieving,Romeo and Juliet,1
grew,Pride and Prejudice,1
fortunately,Emma,1
funeral,Beloved,1
gain,The Scarlet Letter,1
gain,Romeo and Juliet,1
future,Macbeth,1
future,Emma,1
furthermore,The Scarlet Letter,1
furthermore,Jane Eyre,1
furious,As You Like It,1
fundamentally,The Awakening,1
george,Pride and Prejudice,1
fundamentalists,The Handmaid's Tale,1
fun,The Importance of Being Earnest,1
fully,The Awakening,1
fully,Life of Pi,1
full,Romeo and Juliet,1
full,Pride and Prejudice,1
fulfil,Othello,1
gains,Jane Eyre,1
gallantly,Emma,1
game,Emma,1
games,The Handmaid's Tale,1
gentleman,Othello,1
gentleman,Jane Eyre,1
gentleman,As You Like It,1
gentle,The Taming of the Shrew,1
genteel,Emma,1
general,Othello,1
gathers,The Scarlet Letter,1
gatherings,The Great Gatsby,1
gathering,Emma,1
gartered,Twelfth Night,1
garment,The Handmaid's Tale,1
garish,The Handmaid's Tale,1
gardiners,Pride and Prejudice,1
gardiner,Pride and Prejudice,1
garden,Twelfth Night,1
fuels,The Taming of the Shrew,1
front,The Taming of the Shrew,1
frippery,The Handmaid's Tale,1
frederick,The Handmaid's Tale,1
framed,Emma,1
fragmentary,Macbeth,1
fourth,Beloved,1
four,Jane Eyre,1
found,The Taming of the Shrew,1
found,The Scarlet Letter,1
found,Pride and Prejudice,1
found,Life of Pi,1
foul,Life of Pi,1
fought,The Taming of the Shrew,1
forward,The Taming of the Shrew,1
forward,As You Like It,1
fortune,The Taming of the Shrew,1
fortune,The Importance of Being Earnest,1
fortune,The Awakening,1
france,Jane Eyre,1
free,Emma,1
friendships,The Awakening,1
free,Jane Eyre,1
friendship,Othello,1
friends,Twelfth Night,1
friends,Much Ado About Nothing,1
friendly,Pride and Prejudice,1
friendless,The Handmaid's Tale,1
friend,Othello,1
friend,Jane Eyre,1
friction,The Awakening,1
friar,Much Ado About Nothing,1
fresh,The Handmaid's Tale,1
fresh,Life of Pi,1
frequented,The Handmaid's Tale,1
freezing,Jane Eyre,1
freely,Othello,1
free,Twelfth Night,1
gentleman,The Taming of the Shrew,1
georgia,Beloved,1
greatly,The Awakening,1
gone,Othello,1
good,The Taming of the Shrew,1
good,The Importance of Being Earnest,1
good,Life of Pi,1
good,Emma,1
good,As You Like It,1
gone,The Importance of Being Earnest,1
gone,The Awakening,1
golfer,The Great Gatsby,1
georgiana,Jane Eyre,1
going,The Importance of Being Earnest,1
going,The Awakening,1
goes,The Importance of Being Earnest,1
goes,Pride and Prejudice,1
goddard,Emma,1
goats,As You Like It,1
goals,Jane Eyre,1
goodbye,The Awakening,1
goods,The Taming of the Shrew,1
gospel,The Handmaid's Tale,1
gotten,Twelfth Night,1
great,The Taming of the Shrew,1
great,The Scarlet Letter,1
great,The Great Gatsby,1
great,Jane Eyre,1
great,As You Like It,1
gray,The Kite Runner,1
gravestone,Beloved,1
grave,The Scarlet Letter,1
gratiano,Othello,1
granted,Beloved,1
grandmother,Beloved,1
gradually,Life of Pi,1
graciously,Pride and Prejudice,1
gracious,The Great Gatsby,1
governor,Much Ado About Nothing,1
go,Twelfth Night,1
go,The Scarlet Letter,1
go,The Importance of Being Earnest,1
girls,As You Like It,1
girl,As You Like It,1
gigantic,The Scarlet Letter,1
gifts,The Taming of the Shrew,1
gifts,The Handmaid's Tale,1
ghost,Macbeth,1
ghost,Jane Eyre,1
gets,The Taming of the Shrew,1
gets,The Importance of Being Earnest,1
getaway,The Importance of Being Earnest,1
get,Twelfth Night,1
get,The Taming of the Shrew,1
get,The Importance of Being Earnest,1
get,The Awakening,1
get,Life of Pi,1
georgiana,Pride and Prejudice,1
girl,Beloved,1
girls,The Taming of the Shrew,1
go,The Awakening,1
give,As You Like It,1
go,Romeo and Juliet,1
go,As You Like It,1
glimpse,The Handmaid's Tale,1
glimpse,Romeo and Juliet,1
gleefully,Twelfth Night,1
gladly,The Awakening,1
gives,The Scarlet Letter,1
gives,The Importance of Being Earnest,1
gives,The Handmaid's Tale,1
gives,Jane Eyre,1
gives,Beloved,1
given,Macbeth,1
given,Life of Pi,1
given,Emma,1
give,Much Ado About Nothing,1
let,The Taming of the Shrew,1
